event_date,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,longitude,latitude,Landslide_date,start_date_30d,start_date_60d
2015-12-07 17:55:00,exact,landslide,Unknown,Unknown,above_road,-122.2637,44.4001,2015-12-07,2015-11-07,2015-10-08
2015-07-22 00:00:00,10km,landslide,continuous_rain,medium,above_road,93.8794,25.5098,2015-07-22,2015-06-22,2015-05-23
2010-12-22 03:00:00,5km,debris_flow,downpour,small,Unknown,-117.6357,33.7456,2010-12-22,2010-11-22,2010-10-23
2015-02-11 00:00:00,5km,landslide,Unknown,small,above_river,-123.8237,40.1261,2015-02-11,2015-01-12,2014-12-13
2013-08-01 08:00:00,5km,mudslide,downpour,medium,Unknown,-79.8867,9.3248,2013-08-01,2013-07-02,2013-06-02
2015-09-27 00:00:00,1km,landslide,rain,medium,urban,-90.4956,14.6217,2015-09-27,2015-08-28,2015-07-29
2011-07-27 16:00:00,5km,mudslide,downpour,medium,Unknown,121.3328,16.957,2011-07-27,2011-06-27,2011-05-28
2009-11-03 00:00:00,25km,landslide,downpour,medium,Unknown,37.6561,0.0571,2009-11-03,2009-10-04,2009-09-04
2015-07-27 09:30:00,5km,mudslide,mining,small,urban,75.4856,11.8348,2015-07-27,2015-06-27,2015-05-28
2011-08-02 00:00:00,Unknown,landslide,downpour,medium,Unknown,138.1165,-4.193,2011-08-02,2011-07-03,2011-06-03
2014-02-10 00:00:00,5km,landslide,Unknown,medium,Unknown,0.3638,51.0199,2014-02-10,2014-01-11,2013-12-12
2010-07-20 12:15:00,1km,landslide,downpour,small,Unknown,-2.9411,53.3705,2010-07-20,2010-06-20,2010-05-21
2013-08-21 23:00:00,Unknown,landslide,continuous_rain,very_large,Unknown,101.1396,19.8981,2013-08-21,2013-07-22,2013-06-22
2014-05-09 00:00:00,5km,landslide,downpour,small,below_road,-79.7478,9.2924,2014-05-09,2014-04-09,2014-03-10
2011-09-01 06:25:00,5km,landslide,rain,medium,Unknown,119.0076,25.4549,2011-09-01,2011-08-02,2011-07-03
2015-12-23 12:17:00,exact,landslide,Unknown,Unknown,above_road,-123.8572,42.9633,2015-12-23,2015-11-23,2015-10-24
2007-10-31 00:00:00,5km,complex,rain,medium,Unknown,-76.9659,18.2152,2007-10-31,2007-10-01,2007-09-01
2007-06-25 00:00:00,50km,landslide,monsoon,large,Unknown,76.074,11.7095,2007-06-25,2007-05-26,2007-04-26
2009-08-30 00:00:00,50km,landslide,downpour,medium,Unknown,94.4182,24.8628,2009-08-30,2009-07-31,2009-07-01
2011-03-14 00:00:00,25km,landslide,downpour,medium,Unknown,80.9486,6.968,2011-03-14,2011-02-12,2011-01-13
2011-10-16 00:00:00,10km,landslide,tropical_cyclone,medium,Unknown,124.3656,9.6515,2011-10-16,2011-09-16,2011-08-17
2009-10-08 00:00:00,5km,landslide,tropical_cyclone,medium,Unknown,120.5829,16.4072,2009-10-08,2009-09-08,2009-08-09
2011-02-11 22:00:00,25km,landslide,downpour,medium,Unknown,-70.2129,-32.9563,2011-02-11,2011-01-12,2010-12-13
2013-07-04 00:00:00,1km,landslide,continuous_rain,small,Unknown,-82.5308,35.6508,2013-07-04,2013-06-04,2013-05-05
2017-07-10 14:21:00,exact,landslide,Unknown,small,above_road,174.8067213,-41.23655207,2017-07-10,2017-06-10,2017-05-11
2013-05-28 00:00:00,25km,landslide,downpour,medium,Unknown,123.3034,8.4966,2013-05-28,2013-04-28,2013-03-29
2012-10-31 04:30:00,5km,landslide,rain,small,Unknown,-122.4926,49.1504,2012-10-31,2012-10-01,2012-09-01
2013-05-25 00:00:00,Unknown,landslide,downpour,medium,Unknown,73.21,35.2959,2013-05-25,2013-04-25,2013-03-26
2015-10-16 00:00:00,5km,mudslide,flooding,large,above_road,-118.4041,34.6685,2015-10-16,2015-09-16,2015-08-17
2007-07-08 00:00:00,10km,landslide,Unknown,small,Unknown,-75.6896,45.4257,2007-07-08,2007-06-08,2007-05-09
2011-03-13 23:00:00,1km,mudslide,downpour,small,Unknown,-122.2954,47.9122,2011-03-13,2011-02-11,2011-01-12
2010-09-19 18:00:00,50km,landslide,downpour,medium,Unknown,79.494,29.6131,2010-09-19,2010-08-20,2010-07-21
2007-09-10 00:00:00,5km,mudslide,rain,medium,Unknown,90.9733,23.8917,2007-09-10,2007-08-11,2007-07-12
2014-01-18 00:00:00,5km,landslide,downpour,medium,Unknown,110.4545,-7.0132,2014-01-18,2013-12-19,2013-11-19
2012-02-26 09:00:00,5km,complex,downpour,small,Unknown,-159.3585,21.9607,2012-02-26,2012-01-27,2011-12-28
2015-09-27 00:00:00,5km,landslide,rain,medium,urban,-90.4792,14.6317,2015-09-27,2015-08-28,2015-07-29
2015-03-30 09:00:00,25km,landslide,mining,medium,mine,96.2907,25.6115,2015-03-30,2015-02-28,2015-01-29
2015-12-06 02:25:00,exact,landslide,Unknown,Unknown,above_road,-124.1133,44.2025,2015-12-06,2015-11-06,2015-10-07
2013-01-07 00:00:00,25km,landslide,rain,medium,Unknown,-122.3049,47.946,2013-01-07,2012-12-08,2012-11-08
2014-10-19 00:00:00,5km,rock_fall,Unknown,small,bluff,123.8196,10.2585,2014-10-19,2014-09-19,2014-08-20
2013-07-06 21:30:00,Unknown,mudslide,downpour,medium,Unknown,95.5728,29.8901,2013-07-06,2013-06-06,2013-05-07
2007-11-26 00:00:00,50km,landslide,rain,medium,Unknown,120.9096,18.5038,2007-11-26,2007-10-27,2007-09-27
2012-11-20 13:18:00,exact,landslide,Unknown,Unknown,above_road,-123.3549,43.2123,2012-11-20,2012-10-21,2012-09-21
2014-03-28 16:01:00,exact,landslide,Unknown,Unknown,above_road,-123.9425,45.5701,2014-03-28,2014-02-26,2014-01-27
2011-03-17 00:00:00,10km,landslide,downpour,medium,Unknown,125.1507,11.811,2011-03-17,2011-02-15,2011-01-16
2012-02-21 00:00:00,10km,landslide,downpour,medium,Unknown,114.1991,3.7122,2012-02-21,2012-01-22,2011-12-23
2012-09-04 09:00:00,1km,landslide,downpour,medium,Unknown,72.9084,19.6241,2012-09-04,2012-08-05,2012-07-06
2012-02-22 18:00:00,5km,landslide,downpour,small,Unknown,-122.9165,46.2052,2012-02-22,2012-01-23,2011-12-24
2012-04-13 09:00:00,1km,mudslide,rain,small,Unknown,-122.2272,37.8298,2012-04-13,2012-03-14,2012-02-13
2010-08-24 21:00:00,5km,rock_fall,downpour,medium,Unknown,123.8299199,10.26707152,2010-08-24,2010-07-25,2010-06-25
2010-09-07 00:00:00,5km,landslide,downpour,medium,Unknown,76.2579,35.192,2010-09-07,2010-08-08,2010-07-09
2015-03-28 00:00:00,10km,landslide,snowfall_snowmelt,medium,above_road,24.0725,41.6432,2015-03-28,2015-02-26,2015-01-27
2014-03-20 00:00:00,50km,landslide,construction,Unknown,Unknown,97.4381,25.8509,2014-03-20,2014-02-18,2014-01-19
2010-07-29 00:00:00,10km,landslide,downpour,medium,Unknown,93.5027,24.9786,2010-07-29,2010-06-29,2010-05-30
2016-10-25 13:00:00,5km,rock_fall,Unknown,small,above_road,-148.771,60.7835,2016-10-25,2016-09-25,2016-08-26
2007-05-28 00:00:00,10km,landslide,downpour,large,Unknown,-128.5677,54.5121,2007-05-28,2007-04-28,2007-03-29
2012-08-18 00:00:00,5km,mudslide,downpour,medium,Unknown,121.505,31.265,2012-08-18,2012-07-19,2012-06-19
2016-03-10 00:00:00,25km,mudslide,downpour,medium,Unknown,-46.5551,-23.3025,2016-03-10,2016-02-09,2016-01-10
2016-10-16 00:00:00,25km,rock_fall,tropical_cyclone,medium,above_road,120.6153,16.3103,2016-10-16,2016-09-16,2016-08-17
2011-12-02 00:00:00,50km,mudslide,downpour,medium,Unknown,34.4833,0.3335,2011-12-02,2011-11-02,2011-10-03
2009-07-01 23:00:00,Unknown,landslide,monsoon,medium,Unknown,82.5068,29.7225,2009-07-01,2009-06-01,2009-05-02
2015-03-14 07:16:00,exact,landslide,Unknown,Unknown,above_road,-123.5826,45.5635,2015-03-14,2015-02-12,2015-01-13
2016-08-29 22:05:00,25km,rock_fall,Unknown,medium,above_road,-105.4029,40.0039,2016-08-29,2016-07-30,2016-06-30
2009-07-04 00:00:00,50km,landslide,downpour,large,Unknown,97.3715,26.026,2009-07-04,2009-06-04,2009-05-05
2010-11-04 00:00:00,25km,landslide,tropical_cyclone,medium,Unknown,-84.8751,10.4548,2010-11-04,2010-10-05,2010-09-05
2015-02-10 15:00:00,25km,mudslide,rain,medium,above_road,-122.3813,47.7518,2015-02-10,2015-01-11,2014-12-12
2007-08-26 00:00:00,Unknown,landslide,rain,medium,Unknown,92.8339,25.2946,2007-08-26,2007-07-27,2007-06-27
2008-05-07 00:00:00,25km,complex,continuous_rain,medium,Unknown,123.7183,10.5339,2008-05-07,2008-04-07,2008-03-08
2011-02-06 00:00:00,25km,landslide,continuous_rain,medium,Unknown,125.572,-8.5955,2011-02-06,2011-01-07,2010-12-08
2016-05-22 00:00:00,10km,landslide,earthquake,medium,above_road,120.7253,22.741,2016-05-22,2016-04-22,2016-03-23
2014-01-11 00:00:00,25km,landslide,tropical_cyclone,large,Unknown,126.4497,7.0449,2014-01-11,2013-12-12,2013-11-12
2010-07-11 09:00:00,50km,landslide,downpour,medium,Unknown,84.0366,28.299,2010-07-11,2010-06-11,2010-05-12
2015-08-10 17:20:00,1km,landslide,rain,small,above_road,174.7533,-41.2865,2015-08-10,2015-07-11,2015-06-11
2013-08-14 00:00:00,25km,landslide,downpour,medium,Unknown,75.1915,33.4431,2013-08-14,2013-07-15,2013-06-15
2016-06-11 15:00:00,1km,landslide,downpour,medium,below_road,-2.0828,53.3599,2016-06-11,2016-05-12,2016-04-12
2015-07-25 00:00:00,5km,landslide,downpour,small,Unknown,73.8182,15.3904,2015-07-25,2015-06-25,2015-05-26
2009-11-16 00:00:00,10km,landslide,downpour,medium,Unknown,-6.0935,52.9566,2009-11-16,2009-10-17,2009-09-17
2013-08-02 04:30:00,10km,landslide,continuous_rain,medium,Unknown,75.1199,32.5282,2013-08-02,2013-07-03,2013-06-03
2010-12-22 05:15:00,5km,mudslide,downpour,small,Unknown,-117.5615,33.6303,2010-12-22,2010-11-22,2010-10-23
2010-09-23 23:00:00,10km,landslide,downpour,medium,Unknown,-74.1359,45.3717,2010-09-23,2010-08-24,2010-07-25
2010-06-06 23:00:00,exact,landslide,downpour,small,Unknown,-122.7003,45.5188,2010-06-06,2010-05-07,2010-04-07
2013-07-23 00:00:00,5km,landslide,downpour,small,Unknown,-79.8003,40.3493,2013-07-23,2013-06-23,2013-05-24
2010-03-26 00:00:00,50km,mudslide,downpour,large,Unknown,29.3711,-1.6985,2010-03-26,2010-02-24,2010-01-25
2013-09-05 00:00:00,Unknown,landslide,rain,very_large,Unknown,104.0836,21.2228,2013-09-05,2013-08-06,2013-07-07
2015-05-09 00:00:00,25km,landslide,downpour,medium,above_road,-76.4089,7.1107,2015-05-09,2015-04-09,2015-03-10
2010-05-17 00:00:00,50km,landslide,downpour,medium,Unknown,75.6233,34.3951,2010-05-17,2010-04-17,2010-03-18
2015-11-18 07:46:00,exact,landslide,Unknown,Unknown,above_road,-123.5991,45.5584,2015-11-18,2015-10-19,2015-09-19
2016-07-23 23:00:00,1km,rock_fall,downpour,medium,above_road,78.8743,16.0781,2016-07-23,2016-06-23,2016-05-24
2016-06-23 23:00:00,Unknown,mudslide,downpour,medium,Unknown,107.9439,29.8208,2016-06-23,2016-05-24,2016-04-24
2015-07-12 15:00:00,25km,landslide,continuous_rain,small,mine,120.6757,16.3603,2015-07-12,2015-06-12,2015-05-13
2009-11-25 00:00:00,5km,complex,downpour,medium,Unknown,-3.0544,54.6188,2009-11-25,2009-10-26,2009-09-26
2010-05-31 16:30:00,5km,landslide,rain,medium,Unknown,120.2761,14.836,2010-05-31,2010-05-01,2010-04-01
2011-05-22 12:30:00,5km,complex,downpour,small,Unknown,-112.473,38.2717,2011-05-22,2011-04-22,2011-03-23
2010-03-21 02:00:00,5km,landslide,downpour,small,Unknown,-80.9,40.5399,2010-03-21,2010-02-19,2010-01-20
2011-04-16 00:00:00,10km,landslide,downpour,medium,Unknown,-74.399,4.6502,2011-04-16,2011-03-17,2011-02-15
2013-09-15 00:00:00,1km,landslide,tropical_cyclone,medium,Unknown,-105.529,40.2935,2013-09-15,2013-08-16,2013-07-17
2009-11-14 00:00:00,1km,mudslide,rain,small,Unknown,-134.4003,58.2977,2009-11-14,2009-10-15,2009-09-15
2013-10-06 16:30:00,5km,landslide,downpour,medium,Unknown,74.1158,15.6365,2013-10-06,2013-09-06,2013-08-07
2011-06-05 00:00:00,50km,landslide,downpour,medium,Unknown,106.0995,25.1784,2011-06-05,2011-05-06,2011-04-06
2010-05-30 00:00:00,5km,landslide,tropical_cyclone,medium,Unknown,-90.9667,14.7833,2010-05-30,2010-04-30,2010-03-31
2008-05-30 00:00:00,50km,mudslide,downpour,medium,Unknown,7.376,45.7513,2008-05-30,2008-04-30,2008-03-31
2013-05-07 00:00:00,25km,mudslide,rain,medium,Unknown,-83.5619,36.731,2013-05-07,2013-04-07,2013-03-08
2015-06-02 07:30:00,1km,rock_fall,downpour,small,natural_slope,-74.1772,40.9213,2015-06-02,2015-05-03,2015-04-03
2012-01-15 08:00:00,50km,landslide,downpour,medium,mine,125.969436,7.192857627,2012-01-15,2011-12-16,2011-11-16
2010-06-16 00:00:00,25km,landslide,downpour,medium,Unknown,128.1777,-3.7027,2010-06-16,2010-05-17,2010-04-17
2010-05-04 21:00:00,5km,mudslide,downpour,medium,Unknown,37.0498,-0.5487,2010-05-04,2010-04-04,2010-03-05
2007-08-12 00:00:00,25km,landslide,rain,large,Unknown,76.2665,32.0985,2007-08-12,2007-07-13,2007-06-13
2016-08-05 00:00:00,5km,mudslide,tropical_cyclone,medium,deforested_slope,-97.1119,19.0669,2016-08-05,2016-07-06,2016-06-06
2010-11-04 00:00:00,50km,landslide,tropical_cyclone,medium,Unknown,-83.8359,9.6227,2010-11-04,2010-10-05,2010-09-05
2012-06-22 00:00:00,5km,landslide,downpour,medium,Unknown,91.7162,26.1226,2012-06-22,2012-05-23,2012-04-23
2015-09-23 15:00:00,5km,landslide,downpour,medium,natural_slope,91.893,25.583,2015-09-23,2015-08-24,2015-07-25
2012-03-15 14:01:00,exact,landslide,Unknown,Unknown,above_road,-123.1429,45.9023,2012-03-15,2012-02-14,2012-01-15
2013-10-01 00:00:00,Unknown,landslide,downpour,large,Unknown,97.9203,18.7919,2013-10-01,2013-09-01,2013-08-02
2011-08-03 00:00:00,50km,mudslide,rain,medium,Unknown,-107.6645,37.8121,2011-08-03,2011-07-04,2011-06-04
2010-12-30 20:00:00,10km,landslide,downpour,medium,Unknown,123.7227,7.9046,2010-12-30,2010-11-30,2010-10-31
2015-12-21 09:00:00,5km,landslide,rain,small,above_road,-124.0874,44.1705,2015-12-21,2015-11-21,2015-10-22
2016-08-06 00:00:00,1km,landslide,tropical_cyclone,medium,Unknown,-96.9479,19.5633,2016-08-06,2016-07-07,2016-06-07
2015-07-03 23:00:00,10km,landslide,continuous_rain,small,above_road,84.6634,28.1046,2015-07-03,2015-06-03,2015-05-04
2016-06-20 00:00:00,10km,landslide,Unknown,medium,above_road,-3.9201,51.7153,2016-06-20,2016-05-21,2016-04-21
2015-03-30 16:00:00,50km,landslide,Unknown,medium,Unknown,29.4318,-3.96,2015-03-30,2015-02-28,2015-01-29
2013-09-11 12:00:00,5km,mudslide,downpour,medium,Unknown,98.2938,8.6771,2013-09-11,2013-08-12,2013-07-13
2015-03-15 20:00:00,exact,landslide,downpour,small,above_road,-122.2425,47.5935,2015-03-15,2015-02-13,2015-01-14
2010-08-18 19:30:00,1km,complex,downpour,medium,Unknown,-82.443,36.1364,2010-08-18,2010-07-19,2010-06-19
2013-12-26 00:00:00,10km,landslide,downpour,medium,Unknown,8.9042,44.4979,2013-12-26,2013-11-26,2013-10-27
2008-05-05 00:00:00,Unknown,landslide,Unknown,medium,Unknown,136.0438,-4.4032,2008-05-05,2008-04-05,2008-03-06
2016-07-17 00:00:00,1km,landslide,Unknown,small,above_road,78.1758,31.5007,2016-07-17,2016-06-17,2016-05-18
2014-05-21 00:00:00,exact,other,rain,small,bluff,-87.8107,42.2261,2014-05-21,2014-04-21,2014-03-22
2016-07-25 09:00:00,5km,landslide,earthquake,medium,Unknown,-69.6364,-26.2396,2016-07-25,2016-06-25,2016-05-26
2010-05-19 00:00:00,5km,debris_flow,tropical_cyclone,medium,Unknown,80.703,7.0022,2010-05-19,2010-04-19,2010-03-20
2011-07-22 00:00:00,50km,landslide,downpour,small,Unknown,73.7167,16.1078,2011-07-22,2011-06-22,2011-05-23
2010-04-13 00:00:00,5km,mudslide,downpour,medium,Unknown,-156.9621,21.1589,2010-04-13,2010-03-14,2010-02-12
2007-09-07 00:00:00,25km,landslide,tropical_cyclone,medium,Unknown,138.85,37.03,2007-09-07,2007-08-08,2007-07-09
2011-05-06 15:00:00,10km,landslide,downpour,large,Unknown,107.7705,-7.5907,2011-05-06,2011-04-06,2011-03-07
2013-09-05 18:30:00,1km,mudslide,downpour,medium,Unknown,-116.1053,44.1144,2013-09-05,2013-08-06,2013-07-07
2013-09-06 08:22:00,exact,landslide,Unknown,Unknown,above_road,-122.678,45.4912,2013-09-06,2013-08-07,2013-07-08
2015-12-14 23:00:00,5km,mudslide,continuous_rain,medium,natural_slope,-122.4371,45.6028,2015-12-14,2015-11-14,2015-10-15
2013-08-19 00:00:00,5km,landslide,tropical_cyclone,medium,Unknown,120.6311,16.6052,2013-08-19,2013-07-20,2013-06-20
2012-12-02 00:00:00,5km,mudslide,rain,medium,Unknown,-122.0206,36.9933,2012-12-02,2012-11-02,2012-10-03
2015-12-08 00:00:00,10km,mudslide,rain,small,above_road,-122.8382,46.0472,2015-12-08,2015-11-08,2015-10-09
2008-11-24 00:00:00,10km,landslide,continuous_rain,very_large,Unknown,-48.65,-26.8833,2008-11-24,2008-10-25,2008-09-25
2012-11-25 00:00:00,5km,landslide,rain,medium,Unknown,107.9608,-7.4576,2012-11-25,2012-10-26,2012-09-26
2014-12-06 00:00:00,10km,landslide,continuous_rain,small,above_road,-82.4247,38.4832,2014-12-06,2014-11-06,2014-10-07
2015-12-08 22:05:00,exact,landslide,Unknown,Unknown,above_road,-123.3857,45.9866,2015-12-08,2015-11-08,2015-10-09
2015-08-15 00:00:00,1km,landslide,continuous_rain,medium,above_road,78.616,30.7864,2015-08-15,2015-07-16,2015-06-16
2013-07-07 03:00:00,1km,landslide,downpour,medium,Unknown,76.9161,31.8795,2013-07-07,2013-06-07,2013-05-08
2016-07-04 00:00:00,10km,landslide,continuous_rain,medium,Unknown,84.8756,28.2317,2016-07-04,2016-06-04,2016-05-05
2015-01-04 00:00:00,5km,other,Unknown,medium,mine,18.1252,44.1388,2015-01-04,2014-12-05,2014-11-05
2016-10-19 00:00:00,25km,landslide,rain,medium,below_road,144.9513,-6.0356,2016-10-19,2016-09-19,2016-08-20
2010-06-03 05:00:00,25km,landslide,downpour,medium,Unknown,92.3814,24.6005,2010-06-03,2010-05-04,2010-04-04
2014-12-12 09:00:00,5km,debris_flow,downpour,small,burned_area,-117.8632,34.154,2014-12-12,2014-11-12,2014-10-13
2014-04-30 16:00:00,exact,landslide,downpour,medium,retaining_wall,-76.6163,39.3194,2014-04-30,2014-03-31,2014-03-01
2014-10-22 20:33:00,exact,landslide,Unknown,Unknown,above_road,-122.2346,45.5328,2014-10-22,2014-09-22,2014-08-23
2011-04-06 00:00:00,25km,landslide,downpour,medium,Unknown,74.3445,34.2101,2011-04-06,2011-03-07,2011-02-05
2010-12-05 08:00:00,50km,mudslide,downpour,medium,Unknown,18.5879,44.5415,2010-12-05,2010-11-05,2010-10-06
2010-04-21 00:00:00,25km,landslide,downpour,medium,Unknown,46.3667,40.6905,2010-04-21,2010-03-22,2010-02-20
2011-10-31 00:00:00,1km,landslide,downpour,medium,natural_slope,-83.8525,9.9792,2011-10-31,2011-10-01,2011-09-01
2010-06-03 00:00:00,5km,landslide,downpour,medium,Unknown,109.2347,23.7273,2010-06-03,2010-05-04,2010-04-04
2008-09-25 00:00:00,Unknown,complex,tropical_cyclone,medium,Unknown,104.0,21.25,2008-09-25,2008-08-26,2008-07-27
2015-12-19 00:00:00,25km,landslide,continuous_rain,medium,natural_slope,115.2202,5.3149,2015-12-19,2015-11-19,2015-10-20
2015-08-08 00:00:00,10km,landslide,tropical_cyclone,medium,Unknown,121.377,24.935,2015-08-08,2015-07-09,2015-06-09
2011-04-25 00:00:00,exact,landslide,downpour,medium,Unknown,-84.6515,39.2515,2011-04-25,2011-03-26,2011-02-24
2014-07-19 05:00:00,10km,landslide,rain,small,above_road,78.0803,30.4305,2014-07-19,2014-06-19,2014-05-20
2011-07-06 00:00:00,50km,landslide,downpour,medium,Unknown,84.125,27.6454,2011-07-06,2011-06-06,2011-05-07
2012-12-02 07:14:00,exact,landslide,Unknown,Unknown,above_road,-122.533,43.2984,2012-12-02,2012-11-02,2012-10-03
2013-07-19 00:00:00,5km,landslide,downpour,medium,Unknown,80.2369,30.0718,2013-07-19,2013-06-19,2013-05-20
2012-03-30 13:49:00,exact,landslide,Unknown,Unknown,above_road,-123.8978,44.4078,2012-03-30,2012-02-29,2012-01-30
2010-07-11 09:00:00,5km,landslide,downpour,medium,Unknown,84.17758452,28.22020061,2010-07-11,2010-06-11,2010-05-12
2013-07-19 00:00:00,10km,landslide,downpour,small,Unknown,-109.2835,33.7576,2013-07-19,2013-06-19,2013-05-20
2008-10-20 00:00:00,5km,rock_fall,Unknown,medium,Unknown,6.5516,60.55,2008-10-20,2008-09-20,2008-08-21
2010-06-30 09:00:00,50km,landslide,downpour,medium,Unknown,87.2196,27.6063,2010-06-30,2010-05-31,2010-05-01
2013-07-01 00:00:00,10km,landslide,downpour,medium,Unknown,-83.2578,35.4059,2013-07-01,2013-06-01,2013-05-02
2015-09-27 00:00:00,5km,landslide,rain,medium,urban,-90.5025,14.6297,2015-09-27,2015-08-28,2015-07-29
2014-04-12 23:00:00,5km,landslide,continuous_rain,large,Unknown,69.0971,37.9107,2014-04-12,2014-03-13,2014-02-11
2007-08-19 00:00:00,5km,complex,rain,medium,Unknown,-91.2194,43.6796,2007-08-19,2007-07-20,2007-06-20
2014-01-20 04:00:00,exact,landslide,downpour,large,above_river,-75.0369,-12.432,2014-01-20,2013-12-21,2013-11-21
2013-03-29 06:00:00,5km,landslide,snowfall_snowmelt,very_large,Unknown,91.1549,29.6699,2013-03-29,2013-02-27,2013-01-28
2010-05-30 00:00:00,Unknown,landslide,construction,medium,mine,107.4656,27.7489,2010-05-30,2010-04-30,2010-03-31
2015-02-16 00:00:00,1km,landslide,flooding,small,below_road,-119.3135,50.6756,2015-02-16,2015-01-17,2014-12-18
2015-11-11 00:00:00,exact,landslide,downpour,medium,above_road,101.854,3.3694,2015-11-11,2015-10-12,2015-09-12
2013-08-10 03:00:00,5km,landslide,downpour,medium,Unknown,34.4057,1.3743,2013-08-10,2013-07-11,2013-06-11
2013-06-18 00:00:00,50km,landslide,rain,medium,Unknown,85.2114,27.8196,2013-06-18,2013-05-19,2013-04-19
2007-11-13 00:00:00,1km,rock_fall,Unknown,small,above_road,-121.5386,46.8677,2007-11-13,2007-10-14,2007-09-14
2011-12-23 00:00:00,exact,landslide,downpour,small,Unknown,-80.0941,40.5172,2011-12-23,2011-11-23,2011-10-24
2011-05-09 00:00:00,Unknown,mudslide,downpour,medium,Unknown,98.6677,10.0506,2011-05-09,2011-04-09,2011-03-10
2008-08-05 00:00:00,50km,landslide,downpour,large,Unknown,75.52,35.8975,2008-08-05,2008-07-06,2008-06-06
2011-05-06 00:00:00,5km,landslide,downpour,medium,Unknown,108.0197,-7.2269,2011-05-06,2011-04-06,2011-03-07
2015-06-23 21:00:00,1km,landslide,Unknown,medium,above_river,-80.3433,40.9822,2015-06-23,2015-05-24,2015-04-24
2014-12-21 09:00:00,5km,rock_fall,Unknown,small,above_road,-122.6341,45.3426,2014-12-21,2014-11-21,2014-10-22
2014-01-24 18:00:00,5km,mudslide,downpour,large,above_road,-65.8667,-28.2167,2014-01-24,2013-12-25,2013-11-25
2014-12-30 17:30:00,5km,landslide,rain,medium,deforested_slope,101.3882,4.5791,2014-12-30,2014-11-30,2014-10-31
2012-12-26 04:00:00,5km,landslide,rain,medium,above_road,125.0030939,10.47892965,2012-12-26,2012-11-26,2012-10-27
2011-05-03 00:00:00,Unknown,mudslide,downpour,medium,Unknown,-38.0702,-8.4454,2011-05-03,2011-04-03,2011-03-04
2010-09-10 00:00:00,10km,landslide,earthquake,medium,Unknown,173.5421,-42.4635,2010-09-10,2010-08-11,2010-07-12
2008-08-29 00:00:00,25km,landslide,downpour,medium,Unknown,81.3167,29.3833,2008-08-29,2008-07-30,2008-06-30
2011-02-28 05:28:00,exact,landslide,Unknown,Unknown,above_road,-122.8697,45.9816,2011-02-28,2011-01-29,2010-12-30
2012-12-01 00:00:00,25km,landslide,rain,medium,Unknown,-122.2813,47.8205,2012-12-01,2012-11-01,2012-10-02
2007-07-30 00:00:00,50km,landslide,downpour,medium,Unknown,78.439,30.733,2007-07-30,2007-06-30,2007-05-31
2016-04-22 02:30:00,5km,landslide,continuous_rain,medium,above_road,91.8569,27.5799,2016-04-22,2016-03-23,2016-02-22
2016-08-07 00:00:00,1km,debris_flow,rain,medium,above_road,-107.8385,37.4198,2016-08-07,2016-07-08,2016-06-08
2010-05-10 23:00:00,10km,other,downpour,medium,deforested_slope,-72.9643,45.8043,2010-05-10,2010-04-10,2010-03-11
2012-04-12 00:00:00,25km,landslide,downpour,large,Unknown,-75.15,6.98,2012-04-12,2012-03-13,2012-02-12
2007-09-05 00:00:00,50km,landslide,rain,medium,Unknown,75.3098,33.1662,2007-09-05,2007-08-06,2007-07-07
2013-01-03 00:00:00,Unknown,landslide,rain,medium,Unknown,124.53,1.1837,2013-01-03,2012-12-04,2012-11-04
2016-03-13 00:00:00,1km,rock_fall,no_apparent_trigger,small,natural_slope,-73.7605,44.1504,2016-03-13,2016-02-12,2016-01-13
2011-04-12 09:00:00,1km,landslide,downpour,small,Unknown,-84.4881,39.1153,2011-04-12,2011-03-13,2011-02-11
2015-04-14 23:00:00,5km,mudslide,downpour,medium,above_road,-82.4931,37.4038,2015-04-14,2015-03-15,2015-02-13
2015-05-13 00:00:00,5km,landslide,construction,medium,urban,-99.9452,16.8989,2015-05-13,2015-04-13,2015-03-14
2013-12-17 08:00:00,50km,landslide,downpour,medium,Unknown,-42.3753,-18.7913,2013-12-17,2013-11-17,2013-10-18
2010-05-16 09:00:00,25km,landslide,downpour,medium,Unknown,172.8235,-41.3874,2010-05-16,2010-04-16,2010-03-17
2011-02-01 00:00:00,50km,landslide,downpour,medium,Unknown,80.6241,7.4678,2011-02-01,2011-01-02,2010-12-03
2009-09-20 00:00:00,5km,mudslide,downpour,small,Unknown,-83.9076,34.6768,2009-09-20,2009-08-21,2009-07-22
2008-05-14 00:00:00,25km,landslide,rain,medium,Unknown,123.2211,9.2404,2008-05-14,2008-04-14,2008-03-15
2011-05-12 00:00:00,25km,landslide,downpour,medium,Unknown,103.8838,22.4209,2011-05-12,2011-04-12,2011-03-13
2013-01-13 20:29:00,exact,landslide,Unknown,Unknown,above_road,-123.7762,44.6345,2013-01-13,2012-12-14,2012-11-14
2016-04-10 00:00:00,50km,landslide,earthquake,small,Unknown,72.6792,34.4667,2016-04-10,2016-03-11,2016-02-10
2012-01-19 02:01:00,exact,landslide,Unknown,Unknown,above_road,-122.8463,43.3126,2012-01-19,2011-12-20,2011-11-20
2011-01-01 00:00:00,25km,landslide,downpour,small,Unknown,125.0667,11.7,2011-01-01,2010-12-02,2010-11-02
